CustomerId,R_score,F_score,M_score,Cluster_Label,Customer_Category
Cust-38837,53.35882,72.023,46.564,3,4. At Risk
Cust-38838,30.46402,16.241,61.042,6,5. One-Time Buy
Cust-38839,3.88268,3.935,41.552,6,5. One-Time Buy
Cust-38840,4.50111,3.935,39.532,6,5. One-Time Buy
Cust-38841,22.93282,16.241,62.544,6,5. One-Time Buy
Cust-38842,28.07037,30.522,19.845,0,7. Lost
Cust-38843,4.72126,30.522,38.533,6,5. One-Time Buy
Cust-38844,4.94942,16.241,14.724,0,7. Lost
Cust-38845,85.71214,63.962,50.714,4,2. Potential Loyal
Cust-38846,20.07185,16.241,33.591,6,5. One-Time Buy
Cust-38847,73.0364,16.241,8.203,1,6. Dormant
Cust-38848,3.95673,3.935,4.051,0,7. Lost
Cust-38849,31.87499,16.241,1.7,0,7. Lost
Cust-38850,4.87436,41.855,31.018,6,5. One-Time Buy
Cust-38851,4.6422,3.935,8.012,0,7. Lost
Cust-38852,23.07392,16.241,4.005,0,7. Lost
Cust-38853,17.60415,16.241,3.593,0,7. Lost
Cust-38854,30.46402,16.241,46.694,6,5. One-Time Buy
Cust-38855,28.81889,77.236,73.942,3,4. At Risk
Cust-38856,4.29797,16.241,22.12,0,7. Lost
Cust-38857,39.51627,30.522,23.864,1,6. Dormant
Cust-38858,5.02547,30.522,25.237,0,7. Lost
Cust-38859,4.03278,3.935,3.776,0,7. Lost
Cust-38860,63.83104,30.522,9.438,1,6. Dormant
Cust-38861,22.28137,63.962,27.381,3,4. At Risk
Cust-38862,4.50111,3.935,8.535,0,7. Lost
Cust-38863,4.57215,3.935,4.793,0,7. Lost
Cust-38864,13.89259,41.855,36.396,6,5. One-Time Buy
Cust-38865,13.84055,68.422,61.038,3,4. At Risk
Cust-38866,15.69883,16.241,56.787,6,5. One-Time Buy
Cust-38867,24.60998,16.241,7.999,0,7. Lost
Cust-38868,43.49601,30.522,11.283,1,6. Dormant
Cust-38869,25.27944,16.241,2.225,0,7. Lost
Cust-38870,3.72557,3.935,25.518,0,7. Lost
Cust-38871,4.37102,3.935,24.246,0,7. Lost
Cust-38872,4.72126,30.522,18.588,0,7. Lost
Cust-38873,4.80532,3.935,0.28,0,7. Lost
Cust-38874,39.06395,41.855,26.291,1,6. Dormant
Cust-38875,4.72126,16.241,16.259,0,7. Lost
Cust-38876,4.29797,3.935,0.325,0,7. Lost
Cust-38877,23.9185,16.241,50.042,6,5. One-Time Buy
Cust-38878,44.0594,68.422,56.523,3,4. At Risk
Cust-38879,55.98163,16.241,62.89,6,5. One-Time Buy
Cust-38880,53.75009,77.236,84.672,2,3. Need Attention
Cust-38881,51.69867,83.516,88.726,2,3. Need Attention
Cust-38882,4.37102,3.935,6.865,0,7. Lost
Cust-38883,67.88384,82.337,79.582,2,3. Need Attention
Cust-38884,4.29797,3.935,5.107,0,7. Lost
Cust-38885,95.658,68.422,78.994,5,1. Loyal
Cust-38886,68.86051,16.241,8.61,1,6. Dormant
Cust-38887,93.74268,93.211,74.551,5,1. Loyal
Cust-38888,60.61983,30.522,49.243,1,6. Dormant
Cust-38889,76.98712,63.962,49.981,4,2. Potential Loyal
Cust-38890,15.3576,16.241,17.019,0,7. Lost
Cust-38891,44.0594,51.272,67.701,3,4. At Risk
Cust-38892,16.43434,30.522,26.658,0,7. Lost
Cust-38893,4.87436,16.241,20.133,0,7. Lost
Cust-38894,4.16387,3.935,11.381,0,7. Lost
Cust-38895,63.83104,41.855,41.922,1,6. Dormant
Cust-38896,18.96809,16.241,23.446,0,7. Lost
Cust-38897,9.33544,68.422,60.107,3,4. At Risk
Cust-38898,4.72126,3.935,0.325,0,7. Lost
Cust-38899,41.04932,51.272,57.998,3,4. At Risk
Cust-38900,42.07603,74.91,68.295,2,3. Need Attention
Cust-38901,61.55647,58.376,45.473,4,2. Potential Loyal
Cust-38902,65.45216,58.376,16.8,1,6. Dormant
Cust-38903,54.24643,41.855,2.928,1,6. Dormant
Cust-38904,25.56664,30.522,18.901,0,7. Lost
Cust-38905,25.12133,16.241,19.798,0,7. Lost
Cust-38906,3.59048,3.935,4.699,0,7. Lost
Cust-38907,3.64952,3.935,0.027,0,7. Lost
Cust-38908,21.96616,51.272,19.576,1,6. Dormant
Cust-38909,89.7049,80.859,49.222,4,2. Potential Loyal
Cust-38910,28.99,16.241,2.689,0,7. Lost
Cust-38911,95.658,41.855,70.183,4,2. Potential Loyal
Cust-38912,72.08074,68.422,66.768,4,2. Potential Loyal
Cust-38913,38.4125,16.241,15.936,0,7. Lost
Cust-38914,71.61742,58.376,71.459,4,2. Potential Loyal
Cust-38915,24.43986,16.241,42.802,6,5. One-Time Buy
Cust-38916,26.24411,30.522,39.346,6,5. One-Time Buy
Cust-38917,41.93093,30.522,42.544,6,5. One-Time Buy
Cust-38918,23.07392,16.241,9.213,0,7. Lost
Cust-38919,10.91153,16.241,25.892,0,7. Lost
Cust-38920,39.2811,74.91,50.987,3,4. At Risk
Cust-38921,74.04609,84.536,50.617,4,2. Potential Loyal
Cust-38922,31.49173,16.241,10.035,0,7. Lost
Cust-38923,33.87437,51.272,75.128,3,4. At Risk
Cust-38924,30.05074,41.855,22.921,1,6. Dormant
Cust-38925,37.34277,41.855,42.453,3,4. At Risk
Cust-38926,4.03278,3.935,3.233,0,7. Lost
Cust-38927,28.07037,68.422,57.808,3,4. At Risk
Cust-38928,24.95122,16.241,32.009,6,5. One-Time Buy
Cust-38929,57.21748,30.522,46.514,1,6. Dormant
Cust-38930,4.94942,3.935,53.461,6,5. One-Time Buy
Cust-38931,98.05966,97.359,94.468,5,1. Loyal
Cust-38932,71.61742,85.466,56.232,4,2. Potential Loyal
Cust-38933,78.6913,51.272,73.254,4,2. Potential Loyal
Cust-38934,4.80532,3.935,25.746,0,7. Lost
Cust-38935,61.06714,58.376,52.167,4,2. Potential Loyal
Cust-38936,44.61378,41.855,38.617,1,6. Dormant
Cust-38937,44.0594,41.855,77.812,3,4. At Risk
Cust-38938,25.12133,30.522,3.197,0,7. Lost
Cust-38939,12.04331,30.522,47.52,6,5. One-Time Buy
Cust-38940,4.87436,16.241,13.97,0,7. Lost
Cust-38941,4.94942,3.935,12.961,0,7. Lost
Cust-38942,3.72557,3.935,9.634,0,7. Lost
Cust-38943,66.59895,51.272,65.377,4,2. Potential Loyal
Cust-38944,4.16387,3.935,0.105,0,7. Lost
Cust-38945,48.10319,58.376,72.076,3,4. At Risk
Cust-38946,4.57215,3.935,6.037,0,7. Lost
Cust-38947,69.20475,85.466,76.839,2,3. Need Attention
Cust-38948,4.50111,16.241,10.366,0,7. Lost
Cust-38949,30.85529,30.522,56.878,6,5. One-Time Buy
Cust-38950,22.53255,58.376,9.341,1,6. Dormant
Cust-38951,83.51563,82.337,72.681,5,1. Loyal
Cust-38952,31.16751,16.241,17.303,0,7. Lost
Cust-38953,20.21695,72.023,55.367,3,4. At Risk
Cust-38954,25.70774,30.522,35.412,6,5. One-Time Buy
Cust-38955,4.57215,3.935,56.987,6,5. One-Time Buy
Cust-38956,67.3925,30.522,3.704,1,6. Dormant
Cust-38957,48.10319,74.91,70.565,2,3. Need Attention
Cust-38958,21.64894,16.241,1.998,0,7. Lost
Cust-38959,24.43986,16.241,1.31,0,7. Lost
Cust-38960,26.48527,16.241,55.748,6,5. One-Time Buy
Cust-38961,71.61742,41.855,30.233,1,6. Dormant
Cust-38962,30.46402,16.241,49.859,6,5. One-Time Buy
Cust-38963,26.99162,16.241,19.736,0,7. Lost
Cust-38964,3.95673,3.935,6.748,0,7. Lost
Cust-38965,25.27944,51.272,57.176,3,4. At Risk
Cust-38966,28.50067,16.241,0.806,0,7. Lost
Cust-38967,4.22892,3.935,15.209,0,7. Lost
Cust-38968,4.37102,16.241,19.155,0,7. Lost
Cust-38969,3.95673,3.935,33.864,0,7. Lost
Cust-38970,22.40546,16.241,7.595,0,7. Lost
Cust-38971,4.94942,3.935,17.046,0,7. Lost
Cust-38972,54.40654,16.241,2.494,1,6. Dormant
Cust-38973,36.54321,41.855,38.403,6,5. One-Time Buy
Cust-38974,14.33889,77.236,66.788,3,4. At Risk
Cust-38975,90.50045,87.727,82.017,5,1. Loyal
Cust-38976,17.43903,16.241,61.879,6,5. One-Time Buy
Cust-38977,81.51625,51.272,79.793,4,2. Potential Loyal
Cust-38978,50.13559,58.376,81.256,2,3. Need Attention
Cust-38979,3.95673,3.935,4.267,0,7. Lost
Cust-38980,26.10301,58.376,65.836,3,4. At Risk
Cust-38981,94.66732,63.962,27.836,4,2. Potential Loyal
Cust-38982,52.81044,58.376,35.654,1,6. Dormant
Cust-38983,28.65177,16.241,1.585,0,7. Lost
Cust-38984,32.81464,30.522,51.37,6,5. One-Time Buy
Cust-38985,23.74939,16.241,38.641,6,5. One-Time Buy
Cust-38986,55.09502,30.522,24.465,1,6. Dormant
Cust-38987,4.57215,3.935,66.546,6,5. One-Time Buy
Cust-38988,91.31201,92.648,84.074,5,1. Loyal
Cust-38989,62.04781,68.422,40.791,4,2. Potential Loyal
Cust-38990,60.61983,72.023,34.678,4,2. Potential Loyal
Cust-38991,37.9722,16.241,2.635,0,7. Lost
Cust-38992,25.12133,16.241,71.444,6,5. One-Time Buy
Cust-38993,8.02954,51.272,44.539,6,5. One-Time Buy
Cust-38994,25.96392,16.241,19.151,0,7. Lost
Cust-38995,12.73078,63.962,82.574,3,4. At Risk
Cust-38996,45.02707,30.522,10.098,1,6. Dormant
Cust-38997,25.70774,51.272,49.438,3,4. At Risk
Cust-38998,40.06064,79.162,56.192,3,4. At Risk
Cust-38999,26.75246,77.236,88.136,2,3. Need Attention
Cust-39000,27.13472,16.241,78.752,6,5. One-Time Buy
Cust-39001,25.96392,30.522,18.383,0,7. Lost
Cust-39002,6.03416,16.241,56.741,6,5. One-Time Buy
Cust-39003,6.77267,63.962,74.433,3,4. At Risk
Cust-39004,10.04593,16.241,2.519,0,7. Lost
Cust-39005,35.8027,16.241,2.124,0,7. Lost
Cust-39006,4.94942,30.522,39.86,6,5. One-Time Buy
Cust-39007,3.88268,16.241,50.247,6,5. One-Time Buy
Cust-39008,4.37102,30.522,12.504,0,7. Lost
Cust-39009,5.02547,30.522,39.033,6,5. One-Time Buy
Cust-39010,4.29797,30.522,23.153,0,7. Lost
Cust-39011,43.49601,51.272,74.842,3,4. At Risk
Cust-39012,75.20689,58.376,62.615,4,2. Potential Loyal
Cust-39013,25.84083,16.241,22.332,0,7. Lost
Cust-39014,3.88268,3.935,1.585,0,7. Lost
Cust-39015,4.87436,30.522,10.074,0,7. Lost
Cust-39016,15.27354,16.241,8.082,0,7. Lost
Cust-39017,14.38793,51.272,24.12,6,5. One-Time Buy
Cust-39018,28.81889,16.241,21.373,0,7. Lost
Cust-39019,4.6422,30.522,16.892,0,7. Lost
Cust-39020,52.81044,30.522,15.655,1,6. Dormant
Cust-39021,5.02547,3.935,21.124,0,7. Lost
Cust-39022,3.95673,16.241,3.262,0,7. Lost
Cust-39023,46.07179,68.422,41.451,3,4. At Risk
Cust-39024,16.29925,16.241,53.796,6,5. One-Time Buy
Cust-39025,38.63366,16.241,66.998,6,5. One-Time Buy
Cust-39026,3.72557,3.935,11.648,0,7. Lost
Cust-39027,56.89025,74.91,32.537,4,2. Potential Loyal
Cust-39028,28.99,16.241,15.295,0,7. Lost
Cust-39029,32.41437,16.241,16.773,0,7. Lost
Cust-39030,32.06713,41.855,19.32,1,6. Dormant
Cust-39031,4.80532,30.522,21.166,0,7. Lost
Cust-39032,35.96081,30.522,60.58,6,5. One-Time Buy
Cust-39033,4.6422,3.935,14.694,0,7. Lost
Cust-39034,10.51225,58.376,66.509,3,4. At Risk
Cust-39035,41.04932,72.023,32.663,3,4. At Risk
Cust-39036,33.0388,30.522,11.235,0,7. Lost
Cust-39037,3.95673,16.241,11.37,0,7. Lost
Cust-39038,90.50045,41.855,70.22,4,2. Potential Loyal
Cust-39039,84.97263,41.855,5.188,1,6. Dormant
Cust-39040,4.72126,16.241,11.801,0,7. Lost
Cust-39041,27.8192,30.522,9.577,0,7. Lost
Cust-39042,4.16387,16.241,6.84,0,7. Lost
Cust-39043,4.87436,3.935,2.624,0,7. Lost
Cust-39044,4.72126,3.935,3.286,0,7. Lost
Cust-39045,21.13959,16.241,2.233,0,7. Lost
Cust-39046,25.27944,16.241,6.405,0,7. Lost
Cust-39047,36.33807,41.855,57.841,3,4. At Risk
Cust-39048,12.1784,30.522,7.813,0,7. Lost
Cust-39049,4.57215,3.935,3.527,0,7. Lost
Cust-39050,26.61336,30.522,23.971,0,7. Lost
Cust-39051,12.00128,30.522,39.508,6,5. One-Time Buy
Cust-39052,15.6528,16.241,33.389,6,5. One-Time Buy
Cust-39053,43.13276,41.855,39.81,1,6. Dormant
Cust-39054,21.27768,41.855,19.608,0,7. Lost
Cust-39055,3.80763,3.935,1.874,0,7. Lost
Cust-39056,24.95122,16.241,15.83,0,7. Lost
Cust-39057,25.27944,16.241,15.111,0,7. Lost
Cust-39058,7.9685,51.272,65.703,3,4. At Risk
Cust-39059,45.43935,41.855,73.629,3,4. At Risk
Cust-39060,19.92375,41.855,53.63,6,5. One-Time Buy
Cust-39061,44.41665,30.522,24.977,1,6. Dormant
Cust-39062,87.27922,30.522,16.436,1,6. Dormant
Cust-39063,26.24411,51.272,16.668,1,6. Dormant
Cust-39064,56.89025,74.91,90.32,2,3. Need Attention
Cust-39065,4.80532,3.935,2.312,0,7. Lost
Cust-39066,11.1637,68.422,39.907,3,4. At Risk
Cust-39067,43.70015,30.522,47.86,6,5. One-Time Buy
Cust-39068,53.9082,79.162,81.994,2,3. Need Attention
Cust-39069,4.29797,3.935,16.609,0,7. Lost
Cust-39070,6.90276,16.241,44.125,6,5. One-Time Buy
Cust-39071,4.80532,3.935,29.468,0,7. Lost
Cust-39072,4.50111,3.935,0.015,0,7. Lost
Cust-39073,6.90276,41.855,24.791,0,7. Lost
Cust-39074,4.57215,41.855,40.542,6,5. One-Time Buy
Cust-39075,60.61983,68.422,76.794,2,3. Need Attention
Cust-39076,24.60998,16.241,50.634,6,5. One-Time Buy
Cust-39077,32.06713,30.522,81.306,6,5. One-Time Buy
Cust-39078,35.6476,16.241,25.446,0,7. Lost
Cust-39079,75.78429,68.422,47.867,4,2. Potential Loyal
Cust-39080,22.67364,16.241,47.82,6,5. One-Time Buy
Cust-39081,68.16704,58.376,42.001,4,2. Potential Loyal
Cust-39082,51.96886,72.023,75.132,2,3. Need Attention
Cust-39083,85.71214,63.962,89.241,5,1. Loyal
Cust-39084,19.08917,16.241,52.052,6,5. One-Time Buy
Cust-39085,29.31323,16.241,1.454,0,7. Lost
Cust-39086,4.72126,30.522,35.76,6,5. One-Time Buy
Cust-39087,4.72126,30.522,59.74,6,5. One-Time Buy
Cust-39088,24.7811,41.855,24.539,6,5. One-Time Buy
Cust-39089,64.91379,30.522,50.997,1,6. Dormant
Cust-39090,4.72126,16.241,16.34,0,7. Lost
Cust-39091,36.13293,41.855,57.845,3,4. At Risk
Cust-39092,10.51225,16.241,6.672,0,7. Lost
Cust-39093,63.26465,79.162,78.104,2,3. Need Attention
Cust-39094,4.50111,30.522,33.172,6,5. One-Time Buy
Cust-39095,4.37102,3.935,1.632,0,7. Lost
Cust-39096,31.87499,41.855,27.637,1,6. Dormant
Cust-39097,21.64894,16.241,43.34,6,5. One-Time Buy
Cust-39098,17.52209,16.241,7.204,0,7. Lost
Cust-39099,76.98712,90.505,74.279,5,1. Loyal
Cust-39100,88.1108,89.751,93.904,5,1. Loyal
Cust-39101,47.42272,58.376,73.972,3,4. At Risk
Cust-39102,25.42554,16.241,13.714,0,7. Lost
Cust-39103,26.36519,30.522,31.436,6,5. One-Time Buy
Cust-39104,10.5763,16.241,67.001,6,5. One-Time Buy
Cust-39105,45.6565,77.236,33.256,3,4. At Risk
Cust-39106,11.97626,30.522,27.512,0,7. Lost
Cust-39107,53.75009,84.536,83.772,2,3. Need Attention
Cust-39108,38.8468,41.855,39.95,3,4. At Risk
Cust-39109,8.81608,30.522,52.817,6,5. One-Time Buy
Cust-39110,67.14133,30.522,41.21,1,6. Dormant
Cust-39111,36.13293,63.962,49.518,3,4. At Risk
Cust-39112,25.70774,16.241,47.704,6,5. One-Time Buy
Cust-39113,59.43401,87.727,96.162,2,3. Need Attention
Cust-39114,5.14855,3.935,7.196,0,7. Lost
Cust-39115,86.45966,79.162,71.246,5,1. Loyal
Cust-39116,21.80204,30.522,29.1,6,5. One-Time Buy
Cust-39117,48.35236,80.859,75.508,2,3. Need Attention
Cust-39118,32.24025,41.855,81.486,3,4. At Risk
Cust-39119,25.12133,41.855,75.758,3,4. At Risk
Cust-39120,50.40378,30.522,2.615,1,6. Dormant
Cust-39121,21.52585,16.241,22.808,0,7. Lost
Cust-39122,64.11224,41.855,84.754,2,3. Need Attention
Cust-39123,10.35515,88.83,62.849,3,4. At Risk
Cust-39124,27.13472,30.522,37.806,6,5. One-Time Buy
Cust-39125,26.99162,16.241,16.047,0,7. Lost
Cust-39126,41.36254,51.272,71.668,3,4. At Risk
Cust-39127,4.10183,3.935,12.301,0,7. Lost
Cust-39128,9.94186,41.855,45.706,6,5. One-Time Buy
Cust-39129,24.60998,16.241,63.491,6,5. One-Time Buy
Cust-39130,20.49914,16.241,24.444,0,7. Lost
Cust-39131,8.20266,30.522,9.827,0,7. Lost
Cust-39132,4.57215,3.935,0.095,0,7. Lost
Cust-39133,78.24999,41.855,34.544,1,6. Dormant
Cust-39134,24.08762,16.241,58.82,6,5. One-Time Buy
Cust-39135,76.98712,74.91,81.504,5,1. Loyal
Cust-39136,4.50111,3.935,7.281,0,7. Lost
Cust-39137,41.78783,41.855,21.362,1,6. Dormant
Cust-39138,22.67364,16.241,47.494,6,5. One-Time Buy
Cust-39139,29.31323,16.241,63.982,6,5. One-Time Buy
Cust-39140,16.56543,16.241,32.761,6,5. One-Time Buy
Cust-39141,4.50111,3.935,3.873,0,7. Lost
Cust-39142,4.37102,3.935,21.753,0,7. Lost
Cust-39143,4.43606,3.935,1.495,0,7. Lost
Cust-39144,15.0654,16.241,13.82,0,7. Lost
Cust-39145,4.94942,3.935,14.472,0,7. Lost
Cust-39146,4.29797,3.935,9.592,0,7. Lost
Cust-39147,42.93763,41.855,63.499,3,4. At Risk
Cust-39148,50.91813,68.422,46.369,3,4. At Risk
Cust-39149,22.67364,16.241,6.264,0,7. Lost
Cust-39150,4.94942,3.935,26.546,0,7. Lost
Cust-39151,53.9082,51.272,68.969,3,4. At Risk
Cust-39152,51.4475,79.162,69.033,2,3. Need Attention
Cust-39153,17.23189,58.376,88.662,3,4. At Risk
Cust-39154,42.34021,58.376,69.992,3,4. At Risk
Cust-39155,26.24411,16.241,42.929,6,5. One-Time Buy
Cust-39156,4.10183,3.935,2.057,0,7. Lost
Cust-39157,66.59895,16.241,22.313,1,6. Dormant
Cust-39158,33.67624,41.855,46.288,3,4. At Risk
Cust-39159,75.20689,16.241,2.763,1,6. Dormant
Cust-39160,17.60415,77.236,50.992,3,4. At Risk
Cust-39161,70.39457,74.91,83.696,2,3. Need Attention
Cust-39162,22.93282,30.522,61.418,6,5. One-Time Buy
Cust-39163,32.41437,16.241,70.926,6,5. One-Time Buy
Cust-39164,86.45966,88.83,88.188,5,1. Loyal
Cust-39165,89.7049,30.522,20.243,1,6. Dormant
Cust-39166,88.1108,41.855,48.718,4,2. Potential Loyal
Cust-39167,14.68713,16.241,2.799,0,7. Lost
Cust-39168,26.36519,16.241,46.611,6,5. One-Time Buy
Cust-39169,50.91813,51.272,54.745,3,4. At Risk
Cust-39170,85.71214,82.337,70.749,5,1. Loyal
Cust-39171,4.87436,3.935,3.802,0,7. Lost
Cust-39172,90.50045,93.91,93.59,5,1. Loyal
Cust-39173,31.67385,16.241,12.248,0,7. Lost
Cust-39174,81.51625,30.522,19.07,1,6. Dormant
Cust-39175,6.60256,30.522,34.994,6,5. One-Time Buy
Cust-39176,89.7049,41.855,60.86,4,2. Potential Loyal
Cust-39177,35.96081,30.522,10.305,1,6. Dormant
Cust-39178,3.88268,3.935,0.502,0,7. Lost
Cust-39179,4.16387,3.935,16.311,0,7. Lost
Cust-39180,4.29797,3.935,6.16,0,7. Lost
Cust-39181,34.07151,16.241,41.428,6,5. One-Time Buy
Cust-39182,27.8192,16.241,18.332,0,7. Lost
Cust-39183,31.87499,16.241,44.13,6,5. One-Time Buy
Cust-39184,28.65177,30.522,39.402,6,5. One-Time Buy
Cust-39185,4.50111,3.935,5.439,0,7. Lost
Cust-39186,75.78429,51.272,86.39,2,3. Need Attention
Cust-39187,47.29263,41.855,38.073,1,6. Dormant
Cust-39188,12.86688,16.241,51.692,6,5. One-Time Buy
Cust-39189,25.42554,30.522,32.502,6,5. One-Time Buy
Cust-39190,30.85529,51.272,32.881,3,4. At Risk
Cust-39191,26.48527,16.241,35.491,6,5. One-Time Buy
Cust-39192,43.49601,51.272,47.196,3,4. At Risk
Cust-39193,3.88268,3.935,2.965,0,7. Lost
Cust-39194,49.87041,30.522,39.566,1,6. Dormant
Cust-39195,25.84083,16.241,32.372,6,5. One-Time Buy
Cust-39196,69.57801,51.272,54.054,4,2. Potential Loyal
Cust-39197,4.72126,16.241,25.046,0,7. Lost
Cust-39198,24.7811,16.241,7.313,0,7. Lost
Cust-39199,11.97626,16.241,6.481,0,7. Lost
Cust-39200,40.06064,30.522,21.276,1,6. Dormant
Cust-39201,27.54601,16.241,38.013,6,5. One-Time Buy
Cust-39202,24.43986,41.855,33.2,6,5. One-Time Buy
Cust-39203,13.84055,16.241,1.135,0,7. Lost
Cust-39204,19.49145,16.241,51.367,6,5. One-Time Buy
Cust-39205,18.42371,16.241,5.318,0,7. Lost
Cust-39206,88.1108,77.236,82.982,5,1. Loyal
Cust-39207,4.6422,3.935,5.551,0,7. Lost
Cust-39208,4.6422,3.935,2.293,0,7. Lost
Cust-39209,10.2941,16.241,15.338,0,7. Lost
Cust-39210,87.27922,87.024,62.338,5,1. Loyal
Cust-39211,63.54985,51.272,77.755,2,3. Need Attention
Cust-39212,29.31323,16.241,25.143,0,7. Lost
Cust-39213,25.96392,16.241,35.846,6,5. One-Time Buy
Cust-39214,76.98712,30.522,19.617,1,6. Dormant
Cust-39215,5.08851,3.935,36.665,0,7. Lost
Cust-39216,40.30381,82.337,61.698,2,3. Need Attention
Cust-39217,13.10804,16.241,17.451,0,7. Lost
Cust-39218,76.98712,30.522,44.969,4,2. Potential Loyal
Cust-39219,36.54321,16.241,11.882,0,7. Lost
Cust-39220,82.82415,63.962,64.221,4,2. Potential Loyal
Cust-39221,23.74939,16.241,10.501,0,7. Lost
Cust-39222,34.28766,63.962,20.052,1,6. Dormant
Cust-39223,4.22892,3.935,16.023,0,7. Lost
Cust-39224,37.74805,63.962,62.486,3,4. At Risk
Cust-39225,23.74939,41.855,29.794,6,5. One-Time Buy
Cust-39226,4.29797,3.935,0.625,0,7. Lost
Cust-39227,76.3707,41.855,45.87,4,2. Potential Loyal
Cust-39228,51.96886,16.241,12.009,1,6. Dormant
Cust-39229,91.31201,93.708,90.355,5,1. Loyal
Cust-39230,4.37102,3.935,8.888,0,7. Lost
Cust-39231,22.40546,58.376,81.804,3,4. At Risk
Cust-39232,93.74268,16.241,6.472,1,6. Dormant
Cust-39233,45.6565,30.522,39.322,1,6. Dormant
Cust-39234,3.88268,3.935,3.37,0,7. Lost
Cust-39235,37.12862,30.522,8.952,1,6. Dormant
Cust-39236,52.25406,41.855,55.786,3,4. At Risk
Cust-39237,44.0594,41.855,45.159,3,4. At Risk
Cust-39238,4.16387,3.935,8.851,0,7. Lost
Cust-39239,31.16751,63.962,81.905,3,4. At Risk
Cust-39240,13.69245,16.241,24.533,0,7. Lost
Cust-39241,5.08851,41.855,32.55,6,5. One-Time Buy
Cust-39242,9.80977,16.241,14.245,0,7. Lost
Cust-39243,23.9185,16.241,7.386,0,7. Lost
Cust-39244,3.95673,3.935,6.006,0,7. Lost
Cust-39245,41.04932,41.855,72.656,3,4. At Risk
Cust-39246,57.21748,58.376,64.768,3,4. At Risk
Cust-39247,31.16751,16.241,21.848,0,7. Lost
Cust-39248,19.49145,16.241,33.382,6,5. One-Time Buy
Cust-39249,4.57215,3.935,44.237,6,5. One-Time Buy
Cust-39250,4.43606,3.935,48.924,6,5. One-Time Buy
Cust-39251,21.02551,16.241,20.632,0,7. Lost
Cust-39252,84.23512,58.376,53.667,4,2. Potential Loyal
Cust-39253,28.07037,16.241,36.355,6,5. One-Time Buy
Cust-39254,4.37102,3.935,8.429,0,7. Lost
Cust-39255,23.07392,16.241,71.537,6,5. One-Time Buy
Cust-39256,4.43606,3.935,0.038,0,7. Lost
Cust-39257,12.20342,16.241,5.021,0,7. Lost
Cust-39258,4.80532,3.935,6.894,0,7. Lost
Cust-39259,4.94942,3.935,4.755,0,7. Lost
Cust-39260,64.38242,30.522,61.978,4,2. Potential Loyal
Cust-39261,22.53255,16.241,23.411,0,7. Lost
Cust-39262,99.21046,63.962,80.654,5,1. Loyal
Cust-39263,16.01905,16.241,16.836,0,7. Lost
Cust-39264,4.03278,3.935,17.787,0,7. Lost
Cust-39265,4.37102,3.935,2.463,0,7. Lost
Cust-39266,13.72347,30.522,7.942,0,7. Lost
Cust-39267,27.54601,16.241,35.528,6,5. One-Time Buy
Cust-39268,62.40806,51.272,29.229,1,6. Dormant
Cust-39269,4.6422,3.935,43.561,6,5. One-Time Buy
Cust-39270,4.80532,3.935,7.813,0,7. Lost
Cust-39271,43.30788,58.376,77.09,3,4. At Risk
Cust-39272,29.45432,30.522,52.547,6,5. One-Time Buy
Cust-39273,30.19584,16.241,8.12,0,7. Lost
Cust-39274,4.29797,3.935,13.82,0,7. Lost
Cust-39275,55.09502,83.516,59.062,2,3. Need Attention
Cust-39276,42.4683,30.522,24.521,1,6. Dormant
Cust-39277,48.10319,30.522,52.778,6,5. One-Time Buy
Cust-39278,4.50111,3.935,1.962,0,7. Lost
Cust-39279,21.27768,80.859,44.448,3,4. At Risk
Cust-39280,43.88528,16.241,30.029,1,6. Dormant
Cust-39281,54.07931,16.241,46.405,6,5. One-Time Buy
Cust-39282,56.28684,63.962,14.205,1,6. Dormant
Cust-39283,50.65795,30.522,7.687,1,6. Dormant
Cust-39284,64.91379,41.855,59.086,4,2. Potential Loyal
Cust-39285,25.12133,16.241,33.617,6,5. One-Time Buy
Cust-39286,23.74939,16.241,30.461,0,7. Lost
Cust-39287,25.56664,63.962,66.016,3,4. At Risk
Cust-39288,60.61983,58.376,47.611,4,2. Potential Loyal
Cust-39289,89.7049,16.241,32.911,1,6. Dormant
Cust-39290,5.02547,3.935,3.268,0,7. Lost
Cust-39291,24.60998,16.241,72.052,6,5. One-Time Buy
Cust-39292,55.09502,16.241,1.331,1,6. Dormant
Cust-39293,23.07392,16.241,22.994,0,7. Lost
Cust-39294,31.67385,68.422,65.808,3,4. At Risk
Cust-39295,26.10301,16.241,12.504,0,7. Lost
Cust-39296,31.16751,41.855,59.726,3,4. At Risk
Cust-39297,39.2811,30.522,43.419,6,5. One-Time Buy
Cust-39298,45.86365,80.859,32.642,3,4. At Risk
Cust-39299,26.75246,16.241,58.318,6,5. One-Time Buy
Cust-39300,26.75246,30.522,74.561,6,5. One-Time Buy
Cust-39301,47.42272,41.855,76.559,3,4. At Risk
Cust-39302,4.03278,3.935,4.125,0,7. Lost
Cust-39303,26.48527,16.241,27.647,0,7. Lost
Cust-39304,72.53905,16.241,3.254,1,6. Dormant
Cust-39305,14.12174,30.522,8.429,0,7. Lost
Cust-39306,5.02547,3.935,0.707,0,7. Lost
Cust-39307,23.56126,51.272,74.314,3,4. At Risk
Cust-39308,70.39457,51.272,46.702,4,2. Potential Loyal
Cust-39309,30.32793,16.241,50.649,6,5. One-Time Buy
